150 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0
1 115 31 2 1 0 0 0 0 0 0 0
1 0 22 5 108 13 0 0 0 0 0 0
1 0 36 58 20 35 0 0 0 0 0 0
9 0 35 0 13 28 58 7 0 0 0 0
14 0 34 0 14 23 57 8 0 0 0 0
39 0 33 0 14 0 55 9 0 0 0 0
0 0 32 0 17 0 51 11 38 2 0 0
0 0 32 0 17 0 48 11 38 5 0 0
0 0 32 0 17 0 47 12 36 6 0 0
0 0 27 0 17 0 47 16 37 7 0 0
0 0 56 0 16 0 45 0 25 8 0 0
0 0 55 0 16 0 44 0 25 10 0 0
0 0 51 0 18 0 41 0 28 11 0 0
0 0 51 0 18 0 41 0 28 13 0 0
0 0 50 0 18 0 40 0 27 15 0 0
0 0 48 0 21 0 38 0 26 17 0 0
0 0 45 0 20 0 36 0 30 20 0 0
0 0 41 0 17 0 32 0 33 22 5 0
0 0 41 0 8 0 32 0 33 22 15 0
0 0 40 0 24 0 14 0 32 22 1 17
0 0 40 0 2 0 0 0 32 22 23 31
0 0 40 0 22 0 0 0 32 22 3 31
0 0 40 0 22 0 0 0 32 22 4 31
0 0 40 0 22 0 0 0 32 22 5 31
0 0 39 0 22 0 0 0 31 22 6 30
0 0 39 0 22 0 0 0 31 22 7 30
0 0 38 0 22 0 0 0 30 22 8 29
0 0 38 0 22 0 0 0 30 22 10 29
0 0 36 0 21 0 0 0 28 21 11 33
0 0 34 0 20 0 0 0 32 20 13 31
0 0 32 0 19 0 0 0 37 19 15 29
0 0 29 0 21 0 0 0 34 21 17 27
0 0 31 0 23 0 0 0 30 19 18 29
0 0 28 0 25 0 0 0 33 17 20 26
0 0 30 0 22 0 0 0 35 18 21 23
0 0 28 0 25 0 0 0 33 17 20 27
0 0 27 0 24 0 0 0 31 20 23 26
0 0 28 0 25 0 0 0 32 17 20 27
0 0 26 0 23 0 0 0 36 19 22 25
0 0 28 0 25 0 0 0 39 17 19 22
0 0 26 0 23 0 0 0 44 19 18 20
0 0 25 0 22 0 0 0 42 22 17 23
0 0 23 0 25 0 0 0 39 21 20 22
0 0 26 0 24 0 0 0 37 20 23 21
0 0 28 0 21 0 0 0 40 18 20 23
0 0 26 0 19 0 0 0 45 17 22 21
0 0 24 0 17 0 0 0 41 19 25 24
0 0 23 0 20 0 0 0 39 22 24 23
0 0 25 0 22 0 0 0 42 20 21 20
0 0 24 0 25 0 0 0 40 19 20 23
0 0 26 0 27 0 0 0 36 17 18 25
0 0 24 0 25 0 0 0 40 19 20 23
0 0 26 0 28 0 0 0 36 21 18 21
0 0 23 0 30 0 0 0 38 18 19 22
0 0 26 0 27 0 0 0 35 16 21 25
0 0 23 0 29 0 0 0 38 14 19 27
0 0 23 0 28 0 0 0 37 17 19 26
0 0 22 0 33 0 0 0 36 16 18 25
0 0 20 0 31 0 0 0 41 15 20 23
0 0 23 0 29 0 0 0 39 17 19 22
0 0 25 0 31 0 0 0 34 15 21 24
0 0 22 0 34 0 0 0 37 16 19 21
0 0 25 0 31 0 0 0 34 18 18 24
0 0 22 0 28 0 0 0 37 16 20 26
0 0 25 0 27 0 0 0 35 15 23 25
0 0 24 0 31 0 0 0 33 17 22 24
0 0 22 0 34 0 0 0 30 19 20 26
0 0 20 0 31 0 0 0 27 21 22 29
0 0 22 0 34 0 0 0 30 19 20 26
0 0 24 0 31 0 0 0 27 17 22 29
0 0 26 0 33 0 0 0 24 18 24 25
0 0 23 0 35 0 0 0 26 19 26 22
0 0 25 0 31 0 0 0 28 17 28 20
0 0 23 0 28 0 0 0 31 19 26 22
0 0 21 0 31 0 0 0 28 21 29 20
0 0 23 0 34 0 0 0 31 19 26 18
0 0 20 0 37 0 0 0 34 17 23 19
0 0 22 0 34 0 0 0 31 16 26 21
0 0 24 0 38 0 0 0 28 18 23 19
0 0 21 0 42 0 0 0 25 16 25 21
0 0 23 0 38 0 0 0 28 14 28 19
0 0 22 0 36 0 0 0 27 16 27 22
0 0 21 0 35 0 0 0 32 15 26 21
0 0 22 0 37 0 0 0 28 13 28 22
0 0 25 0 34 0 0 0 31 15 26 20
0 0 23 0 31 0 0 0 34 17 24 22
0 0 21 0 34 0 0 0 31 19 22 24
0 0 18 0 36 0 0 0 27 20 23 25
0 0 20 0 33 0 0 0 30 22 21 23
0 0 23 0 31 0 0 0 28 21 20 27
0 0 20 0 33 0 0 0 30 22 21 24
0 0 22 0 36 0 0 0 27 20 23 22
0 0 20 0 40 0 0 0 30 18 21 20
0 0 18 0 37 0 0 0 34 20 19 22
0 0 20 0 34 0 0 0 31 22 17 25
0 0 22 0 30 0 0 0 33 19 18 27
0 0 21 0 34 0 0 0 31 18 21 25
0 0 19 0 38 0 0 0 28 20 23 23
0 0 21 0 34 0 0 0 25 18 25 25
0 0 18 0 37 0 0 0 27 19 22 27
0 0 16 0 33 0 0 0 30 17 24 30
0 0 14 0 35 0 0 0 32 18 25 26
0 0 16 0 39 0 0 0 29 20 23 24
0 0 18 0 37 0 0 0 27 19 22 28
0 0 16 0 40 0 0 0 29 17 24 25
