1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
1 0 0 16 0 13 34 17 21 0 0 22 25
0 0 0 16 0 15 33 20 20 0 0 21 24
0 0 0 15 0 17 37 22 18 0 0 19 22
0 0 0 13 0 15 39 23 19 0 0 17 23
0 0 0 12 0 17 36 26 18 0 0 16 26
0 0 0 10 0 18 38 23 16 0 0 17 28
0 0 0 9 0 20 35 26 18 0 0 16 26
0 0 0 8 0 22 32 29 16 0 0 14 29
0 0 0 7 0 24 29 32 14 0 0 13 32
0 0 0 6 0 26 32 28 15 0 0 14 28
0 0 0 7 0 29 35 25 17 0 0 13 25
0 0 0 8 0 26 32 23 19 0 0 14 28
0 0 0 7 0 24 36 26 18 0 0 13 26
0 0 0 6 0 21 32 28 20 0 0 14 28
0 0 0 6 0 24 30 26 23 0 0 16 26
0 0 0 5 0 27 27 29 21 0 0 18 24
0 0 0 6 0 25 30 27 19 0 0 17 27
0 0 0 7 0 29 29 26 18 0 0 16 26
0 0 0 7 0 30 30 27 19 0 0 14 22
0 0 0 6 0 27 33 29 21 0 0 15 20
0 0 0 7 0 26 32 28 20 0 0 18 19
0 0 0 8 0 24 30 32 19 0 0 17 22
0 0 0 7 0 27 27 29 17 0 0 19 24
0 0 0 6 0 30 30 26 15 0 0 17 26
0 0 0 7 0 35 28 25 14 0 0 16 25
0 0 0 6 0 32 31 28 13 0 0 18 23
0 0 0 7 0 30 35 26 15 0 0 17 21
0 0 0 7 0 28 33 25 17 0 0 16 24
0 0 0 6 0 31 30 28 15 0 0 18 22
0 0 0 5 0 27 32 30 13 0 0 19 23
0 0 0 6 0 25 30 34 15 0 0 18 22
0 0 0 7 0 27 33 31 16 0 0 16 20
0 0 0 7 0 26 31 29 19 0 0 15 23
0 0 0 6 0 28 27 31 17 0 0 16 25
0 0 0 6 0 26 31 29 16 0 0 15 28
0 0 0 5 0 28 27 31 14 0 0 16 30
0 0 0 5 0 27 26 30 17 0 0 16 29
0 0 0 5 0 30 23 33 19 0 0 14 26
0 0 0 6 0 29 27 32 18 0 0 13 25
0 0 0 5 0 26 30 35 16 0 0 14 23
0 0 0 6 0 24 28 32 18 0 0 16 26
0 0 0 5 0 26 25 35 20 0 0 14 23
0 0 0 6 0 25 29 33 19 0 0 16 22
0 0 0 5 0 27 32 30 17 0 0 14 24
0 0 0 5 0 25 37 28 19 0 0 13 23
0 0 0 4 0 22 33 30 21 0 0 14 25
0 0 0 5 0 21 32 29 25 0 0 14 24
0 0 0 6 0 24 30 33 23 0 0 13 22
0 0 0 7 0 27 27 30 21 0 0 14 24
0 0 0 6 0 25 30 27 24 0 0 16 22
0 0 0 5 0 27 26 29 26 0 0 17 19
0 0 0 4 0 24 28 31 28 0 0 15 20
0 0 0 4 0 22 25 34 25 0 0 17 22
0 0 0 5 0 21 24 33 24 0 0 16 26
0 0 0 5 0 23 26 36 22 0 0 14 23
0 0 0 6 0 26 29 33 20 0 0 16 21
0 0 0 6 0 23 25 35 21 0 0 17 22
0 0 0 7 0 25 28 32 19 0 0 15 24
0 0 0 6 0 27 25 35 17 0 0 13 26
0 0 0 6 0 25 28 33 19 0 0 15 24
0 0 0 5 0 27 25 35 20 0 0 16 21
0 0 0 5 0 29 22 31 22 0 0 17 23
0 0 0 5 0 27 25 29 21 0 0 16 27
0 0 0 4 0 29 27 32 19 0 0 14 24
0 0 0 5 0 28 26 31 23 0 0 14 23
0 0 0 6 0 25 29 28 21 0 0 16 26
0 0 0 6 0 23 27 32 20 0 0 18 24
0 0 0 5 0 24 28 33 21 0 0 19 20
0 0 0 6 0 23 27 32 20 0 0 18 24
0 0 0 5 0 21 30 29 22 0 0 16 27
0 0 0 6 0 23 27 26 24 0 0 14 30
0 0 0 5 0 20 29 28 26 0 0 15 26
0 0 0 5 0 22 32 31 23 0 0 14 23
0 0 0 6 0 21 30 29 26 0 0 16 22
