150 0 0 0 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 22 29 15 10 11 8 7 20 1 7 2 2 0 0
37 12 0 14 10 13 10 9 10 11 9 9 6 0 0
31 6 0 8 12 3 13 16 27 15 2 16 1 0 0
4 1 0 8 15 2 43 1 41 9 1 13 11 0 0
5 22 0 8 0 2 21 5 31 17 6 15 19 0 0
3 12 0 11 0 8 22 1 30 10 23 3 26 0 0
24 13 0 27 0 1 14 6 12 13 13 17 7 0 0
4 8 0 4 0 9 23 0 13 13 23 5 47 0 0
1 2 0 5 0 9 7 0 14 11 24 27 49 0 0
1 3 0 5 0 9 5 0 14 11 24 28 50 0 0
1 4 0 4 0 10 3 0 14 11 24 28 43 6 0
1 6 0 3 0 10 7 0 14 11 25 29 4 39 0
1 32 0 3 0 10 7 0 14 11 26 30 6 10 0
1 45 0 3 0 10 6 0 14 11 27 31 2 1 0
1 16 0 3 0 10 6 0 14 11 27 31 17 15 0
1 16 0 2 0 10 5 0 14 11 27 31 20 12 0
1 16 0 2 0 10 4 0 14 11 26 33 23 9 0
1 16 0 2 0 10 3 0 14 11 26 34 4 28 0
1 16 0 2 0 10 3 0 14 11 26 35 7 25 0
1 15 0 2 0 10 2 0 14 11 26 35 2 31 0
1 15 0 2 0 10 2 0 14 11 26 36 10 23 0
1 15 0 2 0 10 2 0 14 11 26 36 22 11 0
1 15 0 2 0 10 2 0 14 11 26 36 11 22 0
1 15 0 2 0 10 2 0 14 11 26 36 13 20 0
1 15 0 2 0 10 2 0 14 11 26 36 13 20 0
1 15 0 2 0 10 2 0 14 11 26 36 13 20 0
1 15 0 2 0 10 2 0 14 11 26 36 13 20 0
1 15 0 2 0 10 2 0 14 11 26 36 13 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
1 15 0 2 0 10 2 0 14 11 26 34 15 20 0
