150 0 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0 0
0 112 19 13 6 0 0 0 0 0 0 0 0
0 0 6 3 141 0 0 0 0 0 0 0 0
0 0 34 4 73 20 19 0 0 0 0 0 0
0 0 15 23 14 27 36 7 10 18 0 0 0
0 0 17 0 10 14 3 42 11 17 15 21 0
0 0 17 0 2 10 11 42 17 17 20 16 0
0 0 17 0 4 10 15 40 18 17 20 10 0
0 0 16 0 2 12 17 38 17 16 19 12 0
0 0 19 0 3 12 17 34 17 16 19 12 0
0 0 18 0 4 14 15 31 19 17 18 14 0
0 0 17 0 4 16 15 29 16 12 17 16 9
0 0 18 0 5 15 14 26 29 0 16 15 11
0 0 17 0 6 18 13 25 28 0 15 14 13
0 0 16 0 7 17 12 24 32 0 14 13 15
0 0 16 0 8 17 12 24 32 0 14 13 15
0 0 15 0 9 16 14 23 30 0 13 15 14
0 0 16 0 10 14 13 21 33 0 14 13 15
0 0 15 0 11 16 15 20 31 0 13 15 14
0 0 14 0 12 15 17 18 29 0 12 17 16
0 0 12 0 13 16 18 16 31 0 11 15 17
0 0 14 0 15 15 16 18 27 0 12 17 16
0 0 16 0 14 14 15 17 26 0 14 16 15
0 0 15 0 13 16 14 20 25 0 16 15 14
0 0 14 0 12 15 13 19 29 0 15 14 16
0 0 13 0 14 17 12 22 27 0 14 16 15
0 0 12 0 16 16 14 20 25 0 16 15 17
0 0 13 0 14 14 13 18 28 0 18 14 19
0 0 14 0 15 15 12 16 25 0 16 15 21
0 0 13 0 17 14 13 15 23 0 18 14 24
0 0 14 0 15 13 12 17 25 0 16 16 22
0 0 13 0 17 12 14 16 23 0 15 15 25
0 0 15 0 16 14 13 15 26 0 14 14 23
0 0 17 0 18 13 12 17 24 0 16 13 21
0 0 19 0 20 14 11 15 22 0 15 14 19
0 0 21 0 18 12 12 13 24 0 16 12 21
0 0 23 0 16 13 13 14 22 0 15 13 19
0 0 25 0 14 14 12 12 24 0 13 14 21
0 0 24 0 13 13 11 14 23 0 15 13 24
0 0 22 0 15 15 12 16 21 0 14 12 22
0 0 24 0 16 13 11 14 23 0 15 13 20
0 0 22 0 15 15 12 13 26 0 14 15 18
0 0 20 0 14 17 14 15 24 0 16 14 17
0 0 19 0 16 16 16 13 22 0 15 13 20
0 0 18 0 15 15 18 15 20 0 17 15 18
0 0 19 0 13 13 16 16 21 0 18 13 19
0 0 21 0 15 12 15 15 24 0 20 12 17
0 0 19 0 17 13 14 14 27 0 18 13 15
0 0 17 0 16 15 13 13 25 0 20 15 17
0 0 19 0 15 14 15 15 23 0 18 14 19
0 0 21 0 16 13 13 16 21 0 16 13 21
0 0 23 0 14 12 12 17 19 0 17 14 23
0 0 22 0 13 14 11 16 18 0 16 16 22
0 0 21 0 15 13 13 18 21 0 15 15 21
0 0 18 0 16 14 11 19 22 0 16 13 22
0 0 20 0 14 13 12 21 24 0 14 12 20
0 0 22 0 16 12 11 19 22 0 16 13 18
0 0 20 0 18 14 12 22 20 0 15 12 17
0 0 21 0 19 15 13 19 18 0 16 11 18
0 0 19 0 21 14 12 21 20 0 15 12 16
0 0 21 0 23 16 11 19 18 0 14 11 18
0 0 23 0 25 14 12 17 16 0 15 10 16
0 0 26 0 23 13 11 16 18 0 17 11 15
0 0 24 0 21 12 10 18 20 0 16 12 17
0 0 22 0 23 13 9 20 18 0 18 11 15
0 0 20 0 21 12 8 22 20 0 17 12 17
0 0 22 0 19 13 9 20 18 0 19 13 19
0 0 20 0 18 12 10 18 20 0 18 12 21
0 0 18 0 20 14 9 17 23 0 17 14 19
0 0 16 0 18 13 10 19 25 0 19 13 17
0 0 17 0 20 12 9 17 22 0 21 14 19
0 0 15 0 22 13 10 15 24 0 19 12 21
0 0 16 0 20 14 9 16 21 0 21 13 19
0 0 18 0 18 13 10 18 23 0 19 14 17
0 0 20 0 20 12 11 16 21 0 17 13 19
0 0 18 0 18 11 10 18 19 0 19 15 21
0 0 16 0 20 12 11 20 17 0 21 14 19
0 0 18 0 23 11 13 19 16 0 20 13 18
0 0 16 0 20 10 14 21 17 0 18 14 20
0 0 15 0 19 9 16 20 19 0 21 13 19
0 0 14 0 18 11 19 19 18 0 20 12 18
0 0 13 0 20 12 21 17 16 0 22 11 16
0 0 14 0 18 11 23 19 18 0 20 12 15
0 0 16 0 17 10 26 18 17 0 19 11 17
0 0 14 0 18 9 28 16 15 0 20 12 18
0 0 13 0 20 8 25 18 17 0 18 11 20
0 0 12 0 18 9 27 20 15 0 20 12 18
0 0 14 0 17 10 25 19 17 0 19 11 17
0 0 16 0 19 11 23 18 16 0 18 10 19
0 0 15 0 17 10 26 20 18 0 16 11 17
0 0 16 0 19 9 23 18 20 0 18 12 15
0 0 14 0 17 10 25 20 22 0 16 11 16
0 0 15 0 18 11 27 17 19 0 17 12 14
0 0 13 0 16 12 29 15 17 0 19 13 15
0 0 14 0 15 11 32 14 15 0 17 14 17
0 0 16 0 17 10 30 16 14 0 16 13 16
0 0 15 0 16 10 29 19 14 0 19 13 15
0 0 16 0 14 9 31 20 12 0 20 14 13
0 0 15 0 16 10 29 19 14 0 19 16 12
0 0 13 0 17 11 31 17 15 0 20 14 13
0 0 14 0 19 12 28 15 17 0 18 13 14
0 0 15 0 17 11 30 16 15 0 16 14 15
0 0 13 0 15 10 32 17 16 0 17 12 16
0 0 12 0 17 9 30 20 15 0 16 11 18
0 0 13 0 19 8 34 18 14 0 15 12 17
0 0 12 0 18 9 32 21 13 0 17 11 16
0 0 11 0 17 10 30 20 15 0 16 13 18
0 0 12 0 19 9 27 18 17 0 18 14 16
0 0 13 0 17 10 30 16 15 0 20 13 15
0 0 12 0 16 11 28 18 17 0 19 12 17
0 0 11 0 15 10 32 17 16 0 18 14 19
