0 0 10 0 50 0 0 0 23 32 23 12
0 0 12 0 48 0 0 0 22 31 22 14
0 0 14 0 47 0 0 0 21 30 21 17
0 0 17 0 46 0 0 0 21 29 21 17
0 0 20 0 45 0 0 0 20 28 20 16
0 0 23 0 43 0 0 0 23 27 19 15
0 0 26 0 39 0 0 0 26 25 17 17
0 0 30 0 36 0 0 0 30 23 16 16
0 0 32 0 32 0 0 0 32 25 14 14
0 0 30 0 30 0 0 0 30 29 16 13
0 0 33 0 27 0 0 0 33 26 15 15
0 0 37 0 30 0 0 0 30 24 17 14
0 0 35 0 35 0 0 0 28 23 16 13
0 0 37 0 37 0 0 0 24 20 17 14
0 0 40 0 40 0 0 0 21 18 18 12
0 0 38 0 38 0 0 0 20 21 21 11
0 0 42 0 35 0 0 0 22 19 19 12
0 0 39 0 40 0 0 0 20 18 22 11
0 0 35 0 44 0 0 0 18 16 24 12
0 0 41 0 42 0 0 0 17 15 23 11
0 0 40 0 41 0 0 0 16 18 22 13
0 0 44 0 37 0 0 0 18 16 20 14
0 0 41 0 34 0 0 0 20 18 23 13
0 0 45 0 38 0 0 0 18 16 21 12
0 0 40 0 41 0 0 0 19 17 23 11
0 0 37 0 38 0 0 0 21 16 26 12
0 0 40 0 41 0 0 0 19 14 23 13
0 0 44 0 37 0 0 0 17 16 21 14
0 0 42 0 36 0 0 0 20 15 20 16
0 0 45 0 39 0 0 0 18 13 18 17
0 0 42 0 36 0 0 0 21 15 21 16
0 0 38 0 39 0 0 0 23 13 19 18
0 0 35 0 36 0 0 0 21 15 22 20
0 0 39 0 40 0 0 0 19 14 20 18
0 0 36 0 37 0 0 0 22 16 19 20
0 0 41 0 34 0 0 0 20 15 21 18
0 0 44 0 37 0 0 0 18 13 23 16
0 0 40 0 34 0 0 0 20 12 26 18
0 0 42 0 36 0 0 0 21 13 22 16
0 0 41 0 35 0 0 0 21 13 21 19
0 0 38 0 40 0 0 0 20 15 20 18
0 0 40 0 43 0 0 0 17 13 17 19
0 0 38 0 40 0 0 0 20 15 20 18
0 0 35 0 37 0 0 0 23 17 18 20
0 0 39 0 34 0 0 0 21 19 20 18
0 0 42 0 36 0 0 0 18 17 18 19
0 0 40 0 34 0 0 0 21 16 17 22
0 0 36 0 38 0 0 0 23 14 19 20
0 0 40 0 34 0 0 0 21 16 21 18
0 0 42 0 29 0 0 0 22 17 22 19
0 0 44 0 30 0 0 0 23 14 19 20
0 0 47 0 32 0 0 0 20 12 20 18
0 0 46 0 32 0 0 0 20 15 20 18
0 0 42 0 29 0 0 0 22 17 22 17
0 0 39 0 27 0 0 0 25 16 25 19
0 0 42 0 29 0 0 0 22 17 22 17
0 0 40 0 28 0 0 0 21 20 26 16
0 0 43 0 30 0 0 0 19 18 23 17
0 0 42 0 29 0 0 0 23 18 22 17
0 0 38 0 32 0 0 0 21 20 24 15
0 0 42 0 29 0 0 0 23 18 22 17
0 0 45 0 31 0 0 0 20 19 19 15
0 0 42 0 29 0 0 0 23 22 18 17
0 0 39 0 33 0 0 0 21 20 20 16
0 0 41 0 35 0 0 0 22 17 17 17
0 0 46 0 32 0 0 0 20 16 19 16
0 0 44 0 31 0 0 0 19 19 22 15
0 0 46 0 32 0 0 0 20 16 23 13
0 0 44 0 30 0 0 0 19 15 27 15
0 0 42 0 29 0 0 0 18 18 26 18
0 0 38 0 26 0 0 0 20 20 29 16
0 0 36 0 30 0 0 0 19 19 27 19
0 0 38 0 32 0 0 0 20 20 23 16
0 0 41 0 28 0 0 0 21 18 25 17
0 0 45 0 25 0 0 0 23 20 22 15
0 0 41 0 28 0 0 0 25 18 24 14
0 0 39 0 32 0 0 0 24 17 23 16
0 0 37 0 37 0 0 0 23 16 22 15
0 0 41 0 34 0 0 0 21 18 20 17
0 0 36 0 36 0 0 0 22 19 21 15
0 0 38 0 38 0 0 0 19 20 18 16
0 0 42 0 34 0 0 0 21 18 20 14
0 0 46 0 31 0 0 0 23 16 18 15
0 0 43 0 29 0 0 0 26 15 20 17
0 0 40 0 33 0 0 0 24 17 19 16
0 0 37 0 31 0 0 0 22 19 22 18
0 0 35 0 29 0 0 0 25 18 25 17
0 0 39 0 26 0 0 0 28 20 23 15
0 0 42 0 28 0 0 0 30 17 20 13
0 0 39 0 32 0 0 0 28 19 19 12
0 0 37 0 30 0 0 0 33 18 18 14
0 0 41 0 27 0 0 0 30 16 20 16
0 0 38 0 25 0 0 0 34 18 19 15
0 0 42 0 27 0 0 0 30 16 21 13
0 0 47 0 25 0 0 0 27 18 19 14
0 0 44 0 29 0 0 0 26 17 18 16
0 0 47 0 31 0 0 0 23 15 19 14
0 0 44 0 29 0 0 0 26 17 18 16
0 0 41 0 33 0 0 0 24 16 21 15
0 0 39 0 31 0 0 0 28 18 20 14
0 0 36 0 28 0 0 0 31 16 22 16
0 0 39 0 30 0 0 0 27 17 19 17
0 0 35 0 33 0 0 0 30 15 21 15
0 0 39 0 30 0 0 0 28 17 19 17
0 0 44 0 28 0 0 0 26 19 18 16
0 0 40 0 25 0 0 0 29 21 20 15
0 0 43 0 22 0 0 0 31 19 22 13
0 0 42 0 26 0 0 0 30 18 21 13
0 0 45 0 23 0 0 0 32 19 19 11
0 0 42 0 26 0 0 0 30 22 18 13
0 0 44 0 22 0 0 0 32 19 19 14
0 0 48 0 24 0 0 0 28 17 21 12
0 0 44 0 22 0 0 0 32 19 19 14
0 0 48 0 24 0 0 0 28 17 21 12
0 0 52 0 21 0 0 0 30 15 19 13
0 0 48 0 24 0 0 0 28 17 18 15
